,add_time,bubble,content,image_paths,image_urls,images,title,user_loc,username
18,2018年7月14日,30,"从上海市中心搭地铁过去，大约是一个小时，到站后走大概15分钟便会到达古镇，古镇没有围栏的，不用参观费，现在还是民居，参观时要注意不要打扰当地人的生活，主要有几条大街，商店的货品没有什么特色，随便走走就可，倒是有几间咖啡店的布置颇为别致，累了可以进去饮杯咖啡。镇内的河水不甚干净，并不建议坐艇参观，因为河水都有一阵臭味。有名的大清邮局参观费只是＄5 ,但是里面完全没有什么展品，只有几张老旧的明信片，内里也只像是一间普通的民房，没有什么值得参观，而且里面没有冷气，夏天去会很热。童天和药房也是没有什么值得参观的。景色最美的是放生桥，我们刚好在日落时分到达，拍了很多美照。最后我们逛了大约两个小时便坐地铁回上海市中心。","['images\\13_b1_58_12_photo2jpg.jpg', 'images\\13_b1_58_10_photo1jpg.jpg', 'images\\13_b1_58_0f_photo0jpg.jpg']","['https://ccm.ddcdn.com/ext/photo-l/13/b1/58/12/photo2jpg.jpg', 'https://ccm.ddcdn.com/ext/photo-l/13/b1/58/10/photo1jpg.jpg', 'https://ccm.ddcdn.com/ext/photo-l/13/b1/58/0f/photo0jpg.jpg']","[{'url': 'https://ccm.ddcdn.com/ext/photo-l/13/b1/58/12/photo2jpg.jpg', 'path': '13_b1_58_12_photo2jpg.jpg', 'checksum': 'a37d6b6cd5032fe6d6cd4072e54dd04d'}, {'url': 'https://ccm.ddcdn.com/ext/photo-l/13/b1/58/10/photo1jpg.jpg', 'path': '13_b1_58_10_photo1jpg.jpg', 'checksum': 'c83a959b26c298336b6e89844dd8ad89'}, {'url': 'https://ccm.ddcdn.com/ext/photo-l/13/b1/58/0f/photo0jpg.jpg', 'path': '13_b1_58_0f_photo0jpg.jpg', 'checksum': '8518a3ec4b12a48fb35883095e618a41'}]",一逛无妨,,hanWww
19,2018年4月5日,50,小桥流水人家，典型的江南古镇，上海市区开车高速50分钟就可以到达，新开通的17号线30分钟也可以顺利到达，北大街上面好多当地特色美食，喜欢！放生桥变的星爸爸也很有味道,['images\\12_ac_59_81_photo0jpg.jpg'],['https://ccm.ddcdn.com/photo-l/12/ac/59/81/photo0jpg.jpg'],"[{'url': 'https://ccm.ddcdn.com/photo-l/12/ac/59/81/photo0jpg.jpg', 'path': '12_ac_59_81_photo0jpg.jpg', 'checksum': '352c4ce9b7105e9075c8f5574fb8471e'}]",江南古镇,上海市,陈吉缌翰1981
20,2017年6月24日,40,这里算典型的江南古镇风情，小桥流水。但毕竟是旅游名胜，所以商业化在所难免。此处对于观光客而言，交通还是有不太方便之处，所以还是先做好功课再来。如果以搭地铁方便的话，我还是先建议去七宝古镇先。,[],[],[],典型的江南古镇,,Seaside381658
21,2017年5月5日,40,每次回国探亲必去的地方，只是那边的肉棕这次觉得没以前那种味道了，但那里酱园的大头菜和生姜味道还是一如既往，扎肉蛮诱人但这次没买，回家还在后悔,[],[],[],不错的旅游景点,哥伦比亚特区华盛顿特区,2561604135
22,2017年5月2日,40,游人大多会去的是古镇的几个著名景点，例如放生桥、城隍庙等等。桥上、巷子里密不透风的人群，总会让第一次来的游客感到“噢，朱家角不过如此，大约商业化古镇都是这样”。但实际上，角里多得是你不知道的闲情逸致。往深处走，有当地人开的茶馆和咖啡店，临着河、靠着窗，看着玻璃外热火朝天摆造型的人群，独享一份清静。又或者，在露台遮阳伞下找一张木桌，周围被绿植环绕，眼前就是空无一人的河道，好像这世界只剩一人。如果和三五好友一同前来，可以在有投影仪的小店坐下，啤酒、咖啡、小吃和电影，窝在沙发里打发一个下午的时间，运气好可以包下整间店。,[],[],[],小桥、流水、咖啡、电影,上海市,Jaasminee_loL
23,2017年8月31日,40,很有特色的建筑，交通上挺方便的，也有很多小东西可以逛，每个点都很漂亮，也适合拍照，真的是有像水上威尼斯的感觉呢～,"['images\\10_7d_f0_b2_p-20170827-164102-largejpg.jpg', 'images\\10_7d_f0_ab_p-20170827-113653-largejpg_rotated_90.jpg', 'images\\10_7d_f0_ac_p-20170827-113114-largejpg.jpg', 'images\\10_7d_f0_aa_p-20170827-113106-largejpg.jpg']","['https://ccm.ddcdn.com/ext/photo-f/10/7d/f0/b2/p-20170827-164102-largejpg.jpg', 'https://ccm.ddcdn.com/ext/photo-f/10/7d/f0/ab/p-20170827-113653-largejpg_rotated_90.jpg', 'https://ccm.ddcdn.com/ext/photo-f/10/7d/f0/ac/p-20170827-113114-largejpg.jpg', 'https://ccm.ddcdn.com/ext/photo-f/10/7d/f0/aa/p-20170827-113106-largejpg.jpg']","[{'url': 'https://ccm.ddcdn.com/ext/photo-f/10/7d/f0/b2/p-20170827-164102-largejpg.jpg', 'path': '10_7d_f0_b2_p-20170827-164102-largejpg.jpg', 'checksum': 'aad7ad86377b91fbf53ec154d818070e'}, {'url': 'https://ccm.ddcdn.com/ext/photo-f/10/7d/f0/ab/p-20170827-113653-largejpg_rotated_90.jpg', 'path': '10_7d_f0_ab_p-20170827-113653-largejpg_rotated_90.jpg', 'checksum': 'dd0f317340286f426ea217063f8ece3f'}, {'url': 'https://ccm.ddcdn.com/ext/photo-f/10/7d/f0/ac/p-20170827-113114-largejpg.jpg', 'path': '10_7d_f0_ac_p-20170827-113114-largejpg.jpg', 'checksum': '7cc878f11b20a11f459193f70a5c1da0'}, {'url': 'https://ccm.ddcdn.com/ext/photo-f/10/7d/f0/aa/p-20170827-113106-largejpg.jpg', 'path': '10_7d_f0_aa_p-20170827-113106-largejpg.jpg', 'checksum': '76a8c13406279581fe260bfe24b2f559'}]",有特色的古镇,,cloudh16
24,2017年1月31日,50,这个景点很赞，小桥流水，地方够大，一行可以行半日，需然离市中心远左小小，开头都谂紧去5去好，好彩最后去左，不然一定会后悔，,[],[],[],美,,KuaiLaiI
25,2017年1月25日,50,"“小桥流水天然景，原汁原味明清街”，这是对朱家角古镇的形容，这里的天然外景不禁被许多影视导演慧眼相中，而纷至沓来。水乡古镇婀娜风姿，一时成了海内外影视竞相拍摄的热点，被人誉为“沪郊的好莱坞”。
朱家角的一桥、一街、一寺、一庙、一厅、一馆、二园、三湾、二十六弄，是阳明海外的。漕港河将朱家角分成两半，北岸井亭港，南岸北大街，两岸遍布蜿蜒曲折的小巷，花岗岩石的街面，青砖黛瓦的明清建筑及众多的历史遗迹。
　　 名镇朱家角迷人之处还有是世人皆知的“三多”，就是名人多，明清建筑多，河埠、缆石、茶馆多。
　　 朱家角水之美、桥之古、街之奇、园之精，不临其境，难言其妙，不踏石板老街，不探深巷幽弄，不走拱型石桥，不乘咿呀小舟，又如何体现“船在水上行，人在画中游”的感觉？
　　 古镇朱家角，桥多、弄多、角多，显露出无限的水乡文化气息。朱家角因水而秀，因水而盛，数百年造就了无数豪杰，今天，朱家角人又不断延伸了这条悠悠文化之源。犹如绿叶衬牡丹，给水乡泽国添上重重一笔。",[],[],[],水乡古镇,,WAGNQIN
26,2016年12月19日,30,位于上海青浦区，始建于宋元年间，中学时秋游去过，和一般古镇差别不大，都是小桥流水，青砖红瓦，印象中朱家角的蹄髈和扎肉味道不错。,[],[],[],这类型的古镇很多,上海市,364027132
27,2016年12月15日,40,朱家角古镇是上海郊区的水乡，隶属于上海青浦区，从人民广场附近的公交车站乘车过去，至少要一个小时。古镇本身没什么特别，跟江南许多古镇一样，主要是小桥流水人家，但这里还有一座漂亮的教堂，不注意的话很容易错过。,[],[],[],上海郊区的水乡,上海市,Huumuu
28,2016年11月30日,40,"抵达时起了大雾，微风细雨，潮湿的石板街脚步杂沓，令人更感黏腻。我们一行人于是去喝茶嗑瓜子聊天，伴着听不是很懂的说书声赏雨，不知怎地也文艺了起来。
后来雨渐渐大了，店内来了许多躲雨的人，我们反而提着伞离开，街上行人一洗而空，循着套票走遍整个朱家角的景点，有些失望有些惊喜，却是十分有趣的。
一场雨，带来前半个下午的文艺，与后半个下午寥寥数人的朱家角，真是幸运。",[],[],[],古镇逢雨,,Camper809334
29,2016年11月25日,50,每年的7-9月的朱家角充满文艺的气息，谭盾《水月堂》和张继青的青年版《牡丹亭》每周六的晚上都会在这里上演，配合著这里水乡的气氛，十分有韵味，同时还能欣赏到日本设计大师矶崎新设计充满音乐感的建筑水月堂，《牡丹亭》是在水月堂隔壁的园子里上演的，壹个古典壹个现代，能感受不壹样的朱家角。,[],[],[],文艺气息的朱家角,湖南省长沙市,foreverhide
30,2016年10月21日,30,古镇是江南水乡的味道，不知道是不是上海现在作为一个太繁华的大都市，反而没法将这样的小镇与上海联系起来，最相同的地方就是人很多,[],[],[],反而觉得不像上海,,旅行中的蚂蚁
31,2016年10月15日,40,去的时候碰到长假，人非常的多，有时候甚至会被后面的人推著前进。整个风景很漂亮，建筑物保存的还不错。建议不要在长假时造访，可能会比较轻松一点。,[],[],[],风景宜人，但是已经很商业化,,JamesL4109
32,2016年7月31日,40,我觉得这个地方好舒服。 我喜欢这个古代的建筑。 房间很大. 卫生很干净. 我特别喜欢一出门就到古城。 价钱也比较便宜。 如果我们夏天再去的话 我会带一些蚊子膏，因为我们在湖边晚上蚊子比较多。 除了这个，我什么都很满意。,[],[],[],走进过去,,667tengy
33,2017年3月22日,50,朱家角古镇是上海人出行最便捷的古镇，就位于青浦区。周末想放松心情，又没有时间远行。拿上背包，开车几十分钟就到达了。古镇现在免门票，虽然已经有很多配套商店，让古镇古色古香少了几分，但是也便捷了吃饭购物不是吗？只是满大街的古镇老奶奶肉粽，不知道哪家是真正好吃的？,"['images\\0e_e5_2f_c9_caption.jpg', 'images\\0e_e5_2f_c8_caption.jpg', 'images\\0e_e5_2f_c6_1.jpg', 'images\\0e_e5_2f_c7_caption.jpg']","['https://ccm.ddcdn.com/photo-l/0e/e5/2f/c9/caption.jpg', 'https://ccm.ddcdn.com/photo-l/0e/e5/2f/c8/caption.jpg', 'https://ccm.ddcdn.com/photo-l/0e/e5/2f/c6/1.jpg', 'https://ccm.ddcdn.com/photo-l/0e/e5/2f/c7/caption.jpg']","[{'url': 'https://ccm.ddcdn.com/photo-l/0e/e5/2f/c9/caption.jpg', 'path': '0e_e5_2f_c9_caption.jpg', 'checksum': 'acc56fcaace451120d709184f2ce09f6'}, {'url': 'https://ccm.ddcdn.com/photo-l/0e/e5/2f/c8/caption.jpg', 'path': '0e_e5_2f_c8_caption.jpg', 'checksum': '94c5e0056889d12f429ce59708f587cf'}, {'url': 'https://ccm.ddcdn.com/photo-l/0e/e5/2f/c6/1.jpg', 'path': '0e_e5_2f_c6_1.jpg', 'checksum': '647d445205c9da353a0f20d5411a1d1a'}, {'url': 'https://ccm.ddcdn.com/photo-l/0e/e5/2f/c7/caption.jpg', 'path': '0e_e5_2f_c7_caption.jpg', 'checksum': '3234963bd1a3fc86803062e9675c1d42'}]",水乡古镇,上海市,salian519
34,2017年3月2日,40,"坐地铁再转公车，对自助旅行的人来说还蛮方便的，约1个多小时，沿途看到上海外围的环境颇进步，古镇里面就是标准的小桥流水，不知是否周一的关系，有些店家没开，人很少，整个镇的规模也比较小，若是到上海旅游又不想只待在市中心，不妨走走
* 南京东路搭NO.2地铁到朱家角
   (底站徐泾东)，9号出口
    再换朱徐线公交车去「朱家角」
    • 公交车 RMB 6*2","['images\\0e_90_9c_c0_photo1jpg.jpg', 'images\\0e_90_9c_c1_photo2jpg.jpg', 'images\\0e_90_9c_bf_photo0jpg.jpg', 'images\\0e_90_9c_c2_photo3jpg.jpg']","['https://ccm.ddcdn.com/ext/photo-l/0e/90/9c/c0/photo1jpg.jpg', 'https://ccm.ddcdn.com/ext/photo-l/0e/90/9c/c1/photo2jpg.jpg', 'https://ccm.ddcdn.com/ext/photo-l/0e/90/9c/bf/photo0jpg.jpg', 'https://ccm.ddcdn.com/ext/photo-l/0e/90/9c/c2/photo3jpg.jpg']","[{'url': 'https://ccm.ddcdn.com/ext/photo-l/0e/90/9c/c0/photo1jpg.jpg', 'path': '0e_90_9c_c0_photo1jpg.jpg', 'checksum': '798dff530c24129bc8e1822aa9fcf051'}, {'url': 'https://ccm.ddcdn.com/ext/photo-l/0e/90/9c/c1/photo2jpg.jpg', 'path': '0e_90_9c_c1_photo2jpg.jpg', 'checksum': '2445fc78b28e6cf47d74c097a4357299'}, {'url': 'https://ccm.ddcdn.com/ext/photo-l/0e/90/9c/bf/photo0jpg.jpg', 'path': '0e_90_9c_bf_photo0jpg.jpg', 'checksum': 'dde622a900a92d4230d2d4f13fbad7f8'}, {'url': 'https://ccm.ddcdn.com/ext/photo-l/0e/90/9c/c2/photo3jpg.jpg', 'path': '0e_90_9c_c2_photo3jpg.jpg', 'checksum': '3a57304fe83a082c86c0dac28800ee00'}]",上海附近的景点,,Jean0206
35,2016年7月21日,40,上周六跟朋友自驾游去的朱家角，果然所有的古镇都是差不多的啊，不过感觉朱家角还算是比较大的，可能是我们停车停太远，一直从居民区那边一直走过去的原因吧，古色古香,[],[],[],不错的古镇,,吴冬惠
36,2016年6月28日,40,我们自己开车，不过路真不好找。一开始进去还真不觉得大，继续逛就觉得把蜿蜒的巷弄要逛完不简单，尤其是人太多了，走起来很辛苦，去的早还好，一过中午不得了，但是景致还是很好。小桥流水，不过人家都太商业化了。卖文艺范衣服的不少价钱可以谈，也有很多给你穿古装拍照的店家，我在这儿的一家小店铺买到了绿果的菩提子品质很好像玉一般透润，也有很多卖蚌珠的店家可以现剖现开.,[],[],[],人潮爆多超级商业化的古镇,,MonicaF3601
37,2016年6月13日,40,在上海生活多年，周边的江南古镇很多，也基本都去过。大同小异吧，如果身在魔都，舍远求近，这里是个不错的选择。算是比较大的古镇，吃喝玩乐都有，商业化很严重。,[],[],[],古镇中算是不错的一个,上海市,徙徒
38,2016年4月6日,50,"朱家角趁她还未太过商业化的时候我和好友来到了这里，住了一晚，在酒吧听着慢摇小调呆到黑天一路狂奔回到旅店。就是开心就是来解放的！
不推荐买那些猪蹄糕点，推荐一个当地住青浦的伙伴推荐的入口处有一家桂林米粉特别好吃！",[],[],[],不买只是去呼吸上海最后一片新鲜的空气,上海市,douxhd
39,2016年4月5日,30,"以前要收取的门票,现再已取消,当地区民陆续将自家宅第扩建成为观光区,景区范围变大了,但是商业气息越发浓厚,少了原本水上人家的璞趣~
对于旅游时间有限的游客而言,倒也还是一个可以游游船,赏赏景的散心去处~~",[],[],[],位于上海市区内的<水上人家>~,台北市,nancy921
40,2016年3月8日,50,适合午后闲暇时去走走，游人比较多，要注意物品安全，小东西都不用买，可以试试肉粽，味道好吃，走一走小桥流水，试一试当地的糯米糖藕，还有糟鸡爪，出门有家三联书店，值得一逛,[],[],[],朱家角,,Guide805146
41,2016年2月4日,40,在看过上海的各个古镇走，觉得还是朱家角比较古朴和完整，虽然商业家气息越来越严重，但是还是可以作为周末休息的好地方。,[],[],[],小桥流水人家,上海市,丫字拖
42,2016年1月29日,40,"朱家角是上海人的后花园，也是上海保留最完好的水乡古镇，每到周末或者节假日，这里人满为患，不建议节假日前往。从上海市区到朱家角交通比较方便，可以从普安路乘坐沪朱专线高速直达朱家角汽车站，大约一个多小时，也可以从上海南站乘坐上朱线，不过上朱线并不是所有的车都到朱家角，很多车只到青浦汽车站，从那里换乘其他公交车去朱家角，路上的时间也比较长，超过两个小时。朱家角整个景区是免费开放的，可以随意进出，但是景区内有几个景点单独收费，可以购买联票40元，游览所有的景点，也可以在每个景点单独购票入内。
江南的水乡看起来都差不多，朱家角也是一样的，典型的明清建筑，古镇上的街巷普遍的都很窄，街边的房子都是古式的木制建筑，不过朱家角比较商业化，街边的商铺一家挨着一家，到了节假日期间根本走不动。古镇上的饭馆也很多，大多是当地人开的，面积不大，有一些当地特色农家菜，有清蒸白水鱼，朱家角扎肉，蹄膀等，扎肉建议尝尝，这是五花肉用稻草捆绑起来经过长时间炖煮，肉肥而不腻，夹杂着稻草的清香，而且价格不贵，3元一块。
朱家角的放生桥是目前上海现存最大的一座古桥，一条河把朱家角古镇分成了两半，通过放生桥连接起来，桥头有游船码头...",[],[],[],节假日人特别多,上海市,river2014大河
43,2016年1月14日,30,这些年的发展，导致朱家角古镇已经商业化过度了，每家都在做生意，没有了以前那种清净的感觉了。再去的时候感觉非常不好，就是一个字：乱。,[],[],[],商业化过度,上海市,扁头男
44,2016年1月13日,50,这是在上海最西段的一个江南古镇，明清时期的建筑随处可见，一条小溪穿城而过，两边的店铺充满了生活气息，各类小吃冲击游客的视线。交通也方便，人民广场有直达车，还可以乘坐地跌2号线到徐泾东后从朱徐线，南站有直达车。古镇是不需要买门票的，进入景点才需要买，看各人所愿了。,[],[],[],江南古镇之一,上海市,随心飘飞
45,2015年12月21日,30,虽然不要门票，但是里面的小景点还是需要门票，当然也不是强行购买，周边停车有停车场。古镇内部太商业化，没有自己的特色。放生桥旁边都在卖鱼和乌龟。不知道放生的意义还有人明白么。,[],[],[],近郊的古镇,上海,球瓦尔多
46,2015年12月21日,50,坐地铁到大世界站下，走到普安路延安东路总站乘沪朱高速快线到朱家角总站下，路程比较长，2小时左右。现在朱家角不要门票了，不过里面的民俗风情游等等项目是需要买票的。朱家角古镇和大多数古镇差不多，都是江南古镇小桥流水的特色。朱家角有一些小吃比较有特色。,[],[],[],长街三里，店铺千家,上海市,vivian婷
47,2015年12月10日,30,节假日人超多，都已本地人为主。这里的名气不如30公里外的周庄，因此外地人都愿意去周庄，不过朱家角的优点在于是免费的，风景周庄更佳,[],[],[],上海唯一的古镇,上海市,towest
48,2015年12月4日,40,江南十大古镇，朱家角是其中之一。也是上海最有名的古镇之一，位于上海的西南角。我几乎每年都会到朱家角古镇去逛逛，有时候在那里的青年旅舍住上一晚。说不定会有所灵感或者发现。拍出极为漂亮的照片。古镇里的放生桥是保存最完好的建筑，而每条小路里都能买到好吃的朱家角粽子，味道非常不错。希望下次去能有更多新的发现。,[],[],[],沪上古镇之首,上海市,smad
49,2015年12月1日,40,"朱家角去过多次,但与网友同游还是从今年开始的,今年夏天鞋童{梦里霞客}带女儿来上海游玩时与{Tom09}一起陪同去过,这次去是因为鞋童{钟鸣}来上海聚会在我和{自游客}陪同下前往游玩.
交通小贴士：1.沪朱专线：普安路→朱家角汽车站，票价12元，大约一个半小时的车程就到了朱家角； 2.上朱线：上海南站→朱家角汽车站。３.从上海体育场坐旅游4号线直达。
江南的细雨，朦朦胧胧，淅淅沥沥，仿佛缠绵的情人。走在湿湿的石板街上，滑滑的，心中有股别样的感觉。为这里的郁郁葱葱和秋韵气息而陶醉，让我忘记了身上外衣里还有朔风和寒冷的影子。
站在这小桥上往四周看，水乡风情还是那么浓。吸引不少爱好古镇的游客纷纷摄影留念。
今天的阴天，没有破坏我们的心情，反而因为和同程网鞋童一起游，越发欣赏这不温不火的江南细雨。宁愿鞋子打湿，腿脚觉寒，也不想离开这个雾霭漫天的秋意古镇。街道两旁的古玩店、字画店、风情纪念品店、特色小吃铺等等，都成了吸引我的磁铁。慢慢浏览，慢慢被感动，走走拍拍，以至于我们下午一点才吃午饭.",[],[],[],上海最美水乡古镇,上海市,蓝色的郁金香
50,2015年11月28日,50,"這裡捷運還在蓋當中, 要來只能透過開車或BUS. 也因此除了六日外, 一到五的少遊客讓這裡保持了一份清幽. 因為離我工作的地點很近, 每次有外地或外國客人來,我必定帶他們造訪. 很建議來這裡走走, 物價算中下, 不像其他觀光地漫添亂喊價, 治安良好.",[],[],[],很棒的江南小鎮,上海市,tinachen2008
51,2015年11月25日,30,有地铁过去还算方便，但是周末人非常多，不过可以买到很多好吃的糕，蹄髈，粽子等等。有游船可以乘坐，周末放松下心情不错。,[],[],[],周末人非常多，不过可以买到很多好吃的糕,上海市,Suki_172
52,2015年11月11日,50,"離上海市很近，車程約是一小時左右
雖不如烏鎮來的大，但細細瀏覽是可以有豐富的一天
整個古鎮都很美麗，有很多小餐館和茶館可以選擇
河畔邊有些需要付費的展覽古蹟
收費不高，有時間是可以觀的
如不想多花門票，其實細走每一巷弄也是很好的
很值得前往的景點！",[],[],[],一定要去的地方！！,台湾,aa8859
53,2015年9月26日,40,"去年上巳节上海市在朱家角附近的一个公园里搞了汉服仪式，作为高校社团跟着去看热闹，下午就顺便来朱家角玩。
相对于西塘周庄这类古镇来说人已经很少了，至少没那么多夕阳红旅行团。但还是挤…
路边有卖火烤糍粑的，很好吃……其他食物跟江浙沪的都差不多。",[],[],[],上巳节之后,台北市,星酒
54,2015年8月15日,50,前几天下午到的，朋友们说喝个咖啡吧。一座下来忘记了时间，时间仿佛停止了。非常平静的古镇。我们是周四下午来的，人不多。天气也很好。差点赶不上游船，船是16:30结束，请合理安排好你的行程哦。古镇的北大街上的汤团店是我最喜欢的小吃，有机会总要吃几个汤团，再吃碗牛肉面，满足啊。课植园很美，里面人不多，但是非常喜欢，旺季时晚上有牡丹亭表演，希望下次有机会去看。,[],[],[],上海周边最好的古镇,上海市,华琳Jessie
55,2014年12月2日,50,乘着小船摇摆着穿过小桥，找间咖啡馆或茶馆，依著河岸庸懒的享受下午茶，悠闲及惬意是这个地方最佳的注解。别急着匆匆走过，花个一天的时间来慢慢的品尝这里吧！,[],[],[],小桥流水,,Global804849
56,2014年8月21日,40,上海周边的古镇都差不多，朱家角的商业气氛相对淡一些也比较近，有个清代邮局值得一去，古老的感觉，另外有个放生桥，可以坐船一游,[],[],[],邮局有特色,,51Trip
57,2014年6月4日,40,古镇，一直让我很纠结。喜欢老镇的气氛，但是又担心那种商业气息太浓，不仅看不到原本的老镇风光，还要想吃了苍蝇一样恶心半天。朱家角呢，我去之前根本就没有抱什么希望，但是因为去的时候是周一，有人比较少，所以印象倒也没有坏到像西塘那个程度。河面比较干净，吃到了新鲜的菱角是对朱家角的好印象之处。,[],[],[],吃到了菱角。周一人少。,北京市,Linyuki
58,2014年5月7日,40,稍稍距离上海市区有些远，不过现在交通也很方便了，停车也不困难。来的时候有点下雨，人不是很多，感觉还是蛮清幽的，有点江南古镇那种韵味。,[],[],[],还可以,上海市,喵喵的喵喵
